image_name,condition,pilling,smell,color,type
92ffc1ea-17e5-4abd-a5ac-9192d8ad40b1.jpg,3,4,False,Blue,top
46adb0e8-e00a-4188-bf7c-ffd316243c6c.jpg,2,5,False,Black,top
27ed31c5-85bb-4ee4-98a0-8e464d1c0ac3.jpg,2,5,False,Black,bottom
1547fa86-bab8-4fd2-8cd6-11f850cb6ead.jpg,3,3,False,Blue,top
b4035b78-0198-45f1-9de1-2835672308d3.jpg,3,3,True,Blue,top
4229bd3f-a3fc-4a7d-8f04-44e2fdd680e7.jpg,5,4,False,Gray,top
14895bda-2c3c-4d2d-9aed-b30cc0ff5334.jpg,1,1,False,Gray,top
01616dcf-9f88-4c61-b4a0-539519c1cadb.jpg,4,3,False,White,bottom
8118c1d0-9e04-4184-9049-2e79068ed3d0.jpg,1,3,True,Yellow,top
1efe7b6b-345c-4537-ba6c-a33331bb1563.jpg,3,3,False,White,top
0613ebee-f78d-446f-82f4-a03b33d3a525.jpg,3,3,True,Black,top
b4035f96-0314-491b-b384-a16748fc1fc2.jpg,4,4,False,Black,bottom
d3de7732-aa44-4f3e-bb20-c3bcea57a87f.jpg,3,3,False,Black,top
2b25e33c-519d-4266-a185-9a69155d4302.jpg,3,3,False,Blue,top
20156888-b230-4d75-895a-eb9748d0b821.jpg,3,5,False,Pink,top
d8f951f9-907b-4b26-8b84-e753d0fe6527.jpg,5,5,False,Blue,top
86060d9e-d2d3-4591-9d73-417c492af58a.jpg,4,5,False,Pink,top
c7131431-1100-4078-a51d-f604a36f75d7.jpg,5,5,False,Yellow,top
a4575fe7-73fe-4633-bf3f-8e6c387f9b57.jpg,3,2,False,Blue,top
4c601523-802b-4f94-b6ce-ef40c93508cd.jpg,4,4,True,Blue,top
96de3e73-c44a-4343-845a-212d14a4806d.jpg,2,5,True,Purple,bottom
33df88af-c479-43ab-9e5f-bfd9d3ad7d55.jpg,3,3,False,Purple,top
4b39883f-bb12-4c35-906f-c9f36cbef5e5.jpg,5,5,False,Blue,top
0479a81a-703e-443e-afee-05b5344f77a9.jpg,2,4,False,Black,top
3fdd6d35-b47e-4db2-864c-1e850a7f6cb0.jpg,2,5,False,Purple,top
4b3c2ded-6440-400a-8103-fbedf412105a.jpg,3,5,False,Black,top
d73fd50d-400d-489d-80ea-15651c7af26e.jpg,2,5,False,Blue,bottom
f97a773b-b957-4e5d-89b9-1112a8c7924e.jpg,2,3,False,Black,top
ea669153-5932-4c6b-b0d8-640f121d57e4.jpg,5,5,False,White,top
81f287b7-691e-47ae-b5a8-c71c9ec046bc.jpg,2,3,False,Pink,top
d2ccc003-2a1b-4d5e-961b-09e2d6e4e4e3.jpg,2,5,True,Pink,top
3595f69e-b1e5-4041-9c42-173eabb6e53e.jpg,5,5,True,White,top
3580d74b-ac09-4c9a-9fa3-81ae215d63cf.jpg,4,5,False,Green,bottom
998d3df4-4aff-4bda-90cd-9798f5d63e41.jpg,3,4,False,Red,top
2e06ed3b-3e60-4c01-ad4a-8a5ea7e02541.jpg,3,3,True,Black,top
a705078f-94df-40eb-8480-cc9c7edd7dae.jpg,4,4,False,Orange,top
071dbae4-92b3-44d9-94cf-f073c7df3c64.jpg,3,5,False,Black,top
52c434c2-0d0e-4b07-9f23-4f2f07b91624.jpg,3,4,False,Red,top
60149b84-44d4-421d-9b98-e2ef5c029996.jpg,3,5,True,Black,top
8faa03ee-fa37-4114-8ad8-90e8683abeed.jpg,3,5,True,Blue,bottom
c28316be-7f47-45c8-acc7-342d24778615.jpg,2,5,False,Blue,top
aeeb86ff-195c-4dd6-9929-cdb8c0928314.jpg,3,3,True,Blue,top
9ccc5ae2-84b7-4adb-9254-b26adf81eb9c.jpg,5,5,True,Black,top
f1505ef1-a21d-4f76-9a61-a45053e1902d.jpg,1,5,True,White,top
06ef5bb7-093d-410f-b1ef-912e2e04b6c5.jpg,2,5,True,White,top
996d6bdd-fc13-41d2-9bb4-758358bb3348.jpg,3,3,True,White,bottom
09646f43-cf34-40fd-bc9a-51494c359654.jpg,3,5,False,Black,top
d82de159-4325-4464-89e1-3669c40bbc30.jpg,3,4,True,White,top
fb083210-98c5-4fa4-883f-138802226776.jpg,3,3,False,Red,top
66d2ea78-4888-4202-8b61-b6aead750dea.jpg,3,4,False,Gray,top
0e216854-ab92-4d4a-b0ea-50cf9ed329d7.jpg,5,5,False,Black,top
64bc0f91-d7cc-458d-a6a7-c30fd9190479.jpg,2,5,False,Black,top
8e8bdfe6-f235-4a11-9916-84be89b0d102.jpg,1,3,True,Gray,bottom
ac797c1a-d2dc-45cf-aaf9-163c9cfd2fca.jpg,5,5,False,Blue,bottom
78ab32cb-cfa8-409d-b03c-652370447a33.jpg,2,5,True,White,top
fee2a3ba-088e-4a2b-a156-18ef9cb20d77.jpg,3,5,True,White,bottom
ab724760-3f01-42db-bcd7-c6cd4e1195de.jpg,3,4,False,White,top
990acc19-1db0-46dd-b74c-c580a5d87a01.jpg,4,4,True,Purple,top
7ccdc9c4-0983-4b40-9e27-2dbde8873af5.jpg,5,5,False,Green,top
5f9246ff-bf9b-47c2-a11c-de84ad732219.jpg,3,5,False,Pink,top
e7986721-bc89-4804-9006-032085ebbf04.jpg,4,5,False,Black,top
e888bdc1-1e84-4923-98c4-7fc20bb2289e.jpg,3,5,False,Brown,top
47d613d6-4190-49b2-87fe-ae9d5a2f3b2b.jpg,3,4,True,Red,top
5cff9eca-6313-4837-98fe-99fdd045488f.jpg,2,3,True,Gray,top
38b35851-8466-4804-955d-71678360a855.jpg,2,5,False,Blue,top
4ef03e47-a36a-49a8-8731-e345d016b5e3.jpg,4,4,True,Blue,top
411cb5a0-246f-41de-94cd-895026b75d04.jpg,4,4,True,Blue,top
e8ab88c6-5d1f-43dc-a43d-934d7febad55.jpg,2,2,True,Pink,top
ee387b69-e85c-4bc6-af4e-0ff969a78ff9.jpg,5,4,False,Blue,top
52862d4b-6783-4819-b779-3ba2efeccf03.jpg,3,3,False,Yellow,top
cdded973-b20f-416f-b8cf-6a64f389a88d.jpg,3,5,False,White,top
1d173765-848c-481a-987f-85e5a5980c33.jpg,5,5,False,White,top
bb2ab7d3-8735-4b95-99f7-b08439d79dd5.jpg,4,5,False,Black,top
033a737f-f8a5-4537-a806-583eeda30df3.jpg,3,5,True,Blue,top
9bac3f5b-1325-43b9-bcc5-242116652190.jpg,1,1,True,Yellow,top
90f89b58-3341-413a-8650-d025cee44345.jpg,3,3,False,Pink,top
3d684af9-a83a-4fb5-8392-68d3a8c9398b.jpg,4,4,True,Pink,bottom
5556614c-dd58-4484-9581-9298bc5d5caa.jpg,2,5,True,Blue,bottom
f7963a78-f470-4eeb-870d-6994e554be8b.jpg,4,4,False,Pink,top
b4f262c3-aca9-486e-9bf1-7c1d106cee88.jpg,3,5,True,Black,top
17c9ea28-ccdd-4158-ac99-2dc7aad8c5b7.jpg,4,4,False,White,top
5281832c-56e4-47e3-b9da-4c61199b0d55.jpg,3,4,True,Blue,top
e5ac5e7c-2411-47a1-a59a-88ad183750d4.jpg,2,2,False,Black,bottom
1d221b40-fdc1-40b8-b7c1-6fd2387925ee.jpg,2,5,False,White,top
